PAD; Name
35500; Weinzinger Lutz 
01466; Weiß Josef 
01468; Weiß Ludwig, Dipl.-Ing. Dr. 
01461; Weiser Kajetan 
01462; Weiskirchner Richard, Dr. Dr. h.c. 
01463; Weismann Leopold, Dr. 
01469; Weißmann Walther, Dipl.-Kfm. Dr. 
01464; Weiss Helmuth, Mag. 
01470; Weisz Robert 
01473; Wendl Franz 
01474; Wendl Sepp 
47087; Weninger Hannes 
02850; Wenitsch Robert 
01475; Wense Ernst 
01476; Werner Max 
02723; Westenthaler Peter, Ing. 
01477; Westreicher Hugo 
01481; Widholz Laurenz 
51585; Widmann Rainer, Mag. 
01482; Widmayer Heinrich 
01483; Wiedenhofer Josef 
01484; Wielandner Hermann 
01485; Wieninger Josef 
01486; Wieser Helga 
01487; Wiesinger Ernst, Dipl.-Ing. 
01488; Wiesinger Günther, Dr. 
01489; Wiesmaier Josef 
01491; Wille Josef 
83104; Willi Georg 
01492; Willinger Franz, Ing. 
01493; Wimberger Alois 
01495; Wimmer Elias 
01496; Wimmer Johann 
01494; Wimmer Matthias 
02338; Wimmer Petra 
02013; Wimmer Rainer 
01498; Wimmer Walter 
01500; Wimmersberger Anton 
51591; Windbüchler-Souschill Tanja 
05098; Windholz Ernest 
71899; Windisch Franz, Ing. 
01501; Windsteig Johann 
01506; Winkler Ernst 
01507; Winkler Franz, Ing. 
01510; Winkler Herta 
14794; Winkler Josef, Ing. 
01511; Winsauer Ernst, Ing. 
01512; Winsauer Werner, Dipl.-Ing. 
01514; Winter Otto, Dr. 
51573; Winter Susanne, Dr. 
01515; Winterer Franz 
60878; Winzig Angelika, Dr. 
01516; Withalm Hermann, Dr. 
01517; Witrisal Alois 
13032; Wittauer Klaus 
01518; Witternigg Josef 
04477; Wittmann Peter, Dr. 
01519; Witzany Franz 
01520; Witzany Hans 
09509; Wochesländer Jutta, Dr. 
01524; Wodica Anton 
14795; Wöginger August 
05485; Wohlschlager Sandra 
01531; Wolf Helmut 
01533; Wolf Johann 
01535; Wolf Leopold 
01536; Wolf Richard 
01527; Wölfler Alois, Mag. 
08238; Wolfmayr Andrea, Mag. Dr. 
01537; Wolfmayr Hans 
01539; Wollek Richard 
01542; Wollinger Karl 
01543; Wondrack Gertrude 
01529; Wörndl Heidelore 
01545; Woschitz Anton 
01547; Wotawa August, Dr. 
01553; Wuganigg Viktor 
01548; Wührer Alois 
01554; Wunder Gottfried 
01555; Wunsch Oskar 
02768; Wurm Gisela, Mag. 
83137; Wurm Peter 
02832; Wurmitzer Georg 
02339; Yildirim Selma, Mag. 
83117; Yilmaz Nurten 
35508; Zach Alexander 
02345; Zadic Alma, Dr., LL.M. 
83154; Zakostelsky Andreas, Mag. 
01619; Zangel Josef 
35514; Zanger Wolfgang 
01620; Zankl Hubert 
01621; Zarboch Rudolf 
02332; Zarits Christoph 
01622; Zaun Fritz 
01624; Zauner Josef 
01626; Zechmann Heinrich, Dr. 
01627; Zechner Leopold, Dr. 
01628; Zechtl Rupert 
01629; Zehetgruber Franz 
01630; Zeidler Viktor, Dr. 
01631; Zeillinger Gustav 
01632; Zeininger Sylvester 
01633; Zelenka Franz 
08206; Zellot Roland 
01636; Zernatto Christof, Dr. 
08207; Zierler Theresia 
22573; Zinggl Wolfgang, Mag. Dr. 
01638; Zingl Josef 
01639; Zingler Franz 
01640; Zipser Ella 
01641; Zittmayr Hermann, Dipl.-Ing. Dr. 
01642; Zodl Ernst 
01643; Zwanzger Johann 
01644; Zwenk Heinrich 
35513; Zwerschitz Barbara 
02887; Zweytick Johannes 
